	emotions
669	[3, 3, 2, 1, 1, 1, 3, 1, 1, 6, 6, 1, 1, 2, 1, 1, 1, 6, 1, 3, 1, 3, 1, 3, 5, 2, 3, 2, 3, 2, 1, 1, 2, 1, 1, 4, 1, 4, 1, 1, 2, 2, 1, 6, 1, 1, 5, 1, 3, 1, 3, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 3, 1, 1, 1, 6, 2, 1, 1, 2, 1, 1, 2, 2, 6, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 1, 3, 1, 1]
670	[3, 5, 2, 2, 2, 2, 6, 2, 2, 6, 2, 2, 2, 1, 1, 1, 2, 4, 6, 2, 2, 1, 6, 6, 2, 2, 1, 2, 1, 1, 6, 2, 3, 6, 1, 6, 1, 2, 2, 6, 2, 2, 1, 1, 1, 1, 4, 3, 6, 6, 2, 3, 2, 2, 6, 2, 6, 2, 2, 1, 2, 3, 1, 2, 6, 6, 2, 1, 6, 3, 6, 6, 2, 3, 6, 1, 2, 2, 1, 2, 6, 1, 2, 2, 3, 2, 2, 1, 2, 2, 1, 3, 1, 1, 4, 1, 1, 6, 1, 2]
671	[6, 2, 2, 6, 2, 6, 6, 6, 6, 5, 6, 2, 2, 1, 1, 6, 1, 6, 2, 2, 3, 1, 1, 1, 2, 6, 6, 6, 1, 1, 6, 2, 2, 1, 3, 3, 4, 3, 2, 2, 2, 3, 6, 6, 4, 2, 1, 6, 2, 2, 3, 1, 2, 6, 2, 6, 3, 6, 1, 1, 1, 2, 1, 2, 1, 1, 6, 2, 6, 2, 6, 1, 6, 6, 2, 2, 2, 1, 2, 1, 2, 3, 3, 3, 1, 6, 1, 1, 1, 4, 1, 2, 1, 2, 2, 2, 5, 6, 6, 6]
672	[6, 1, 6, 6, 6, 2, 3, 6, 5, 6, 6, 6, 6, 2, 2, 6, 1, 6, 1, 4, 1, 2, 1, 1, 3, 2, 2, 6, 1, 6, 4, 6, 2, 1, 6, 6, 2, 6, 6, 1, 3, 1, 1, 6, 6, 2, 2, 6, 6, 6, 3, 6, 4, 6, 6, 6, 6, 4, 6, 1, 6, 3, 2, 6, 2, 2, 2, 1, 1, 6, 2, 2, 3, 3, 2, 1, 2, 6, 6, 1, 6, 6, 2, 6, 4, 3, 6, 3, 1, 6, 3, 4, 6, 6, 6, 6, 5, 1, 5, 6]
673	[2, 2, 2, 2, 2, 1, 6, 6, 1, 2, 6, 2, 1, 3, 6, 1, 6, 6, 6, 4, 6, 1, 6, 2, 1, 6, 6, 6, 2, 1, 6, 6, 6, 2, 6, 6, 6, 3, 1, 2, 6, 5, 6, 6, 2, 4, 6, 6, 2, 6, 4, 4, 6, 1, 6, 6, 6, 3, 3, 6, 1, 6, 2, 3, 4, 6, 6, 5, 2, 6, 6, 3, 2, 2, 1, 6, 3, 6, 2, 2, 2, 2, 1, 2, 2, 3, 1, 3, 3, 6, 6, 1, 1, 1, 1, 1, 1, 6, 1, 2]
674	[6, 6, 3, 4, 2, 2, 1, 6, 1, 2, 2, 3, 2, 4, 1, 2, 4, 2, 3, 3, 1, 1, 1, 4, 1, 2, 2, 6, 2, 2, 2, 5, 6, 6, 6, 6, 3, 4, 6, 6, 6, 5, 3, 2, 6, 6, 1, 2, 2, 2, 1, 6, 2, 2, 1, 1, 5, 2, 3, 6, 2, 2, 6, 3, 2, 5, 2, 3, 4, 2, 1, 3, 6, 6, 6, 3, 1, 1, 1, 4, 3, 6, 2, 2, 2, 6, 6, 2, 1, 6, 1, 2, 2, 2, 1, 1, 6, 6, 2, 2]
675	[2, 1, 2, 1, 2, 6, 1, 1, 6, 3, 6, 2, 2, 2, 6, 1, 1, 4, 1, 2, 3, 1, 3, 2, 1, 2, 3, 2, 3, 1, 2, 2, 1, 3, 2, 1, 1, 1, 2, 2, 6, 6, 1, 3, 1, 1, 6, 1, 4, 6, 5, 2, 1, 6, 3, 1, 1, 2, 1, 4, 1, 2, 1, 2, 5, 2, 1, 2, 2, 6, 3, 6, 1, 1, 2, 6, 6, 6, 2, 3, 6, 3, 2, 2, 2, 1, 2, 6, 2, 2, 6, 2, 3, 4, 4, 6, 3, 1, 3, 2]
676	[6, 6, 6, 4, 1, 2, 1, 3, 2, 1, 2, 2, 1, 2, 1, 1, 1, 6, 2, 1, 1, 1, 1, 6, 1, 2, 2, 1, 6, 6, 2, 2, 6, 1, 6, 4, 2, 6, 6, 2, 6, 5, 1, 1, 6, 4, 6, 6, 1, 2, 1, 2, 1, 1, 1, 2, 4, 4, 4, 2, 6, 5, 2, 2, 2, 2, 2, 6, 3, 1, 6, 6, 2, 2, 2, 4, 1, 2, 6, 2, 2, 2, 1, 1, 3, 6, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 6, 6, 1]
677	[2, 2, 2, 5, 2, 5, 2, 4, 2, 1, 2, 3, 3, 2, 1, 1, 6, 6, 1, 1, 1, 1, 6, 2, 2, 6, 3, 2, 6, 3, 2, 1, 6, 3, 2, 2, 6, 6, 2, 2, 6, 2, 1, 1, 1, 2, 1, 6, 2, 3, 1, 2, 6, 6, 2, 6, 2, 2, 1, 1, 2, 2, 6, 2, 6, 6, 2, 2, 2, 1, 3, 2, 1, 4, 6, 5, 2, 2, 6, 6, 1, 2, 6, 4, 4, 6, 4, 1, 3, 6, 2, 6, 6, 6, 1, 6, 6, 2, 6, 2]
678	[1, 1, 1, 1, 1, 2, 3, 3, 3, 6, 3, 6, 3, 1, 2, 6, 6, 1, 2, 6, 6, 1, 1, 3, 1, 1, 1, 6, 2, 3, 2, 1, 1, 1, 6, 6, 3, 6, 1, 2, 6, 3, 1, 2, 2, 4, 6, 3, 5, 4, 6, 2, 1, 6, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 1, 2, 1, 3, 2, 1, 1, 6, 5, 1, 1, 2, 6, 2, 1, 6, 1, 1, 6, 3, 4, 6, 3, 1, 1, 1, 6, 6, 1, 2, 3, 1, 3, 1, 2, 6]
679	[1, 1, 2, 1, 1, 2, 1, 1, 6, 6, 6, 6, 6, 1, 2, 1, 1, 1, 1, 4, 6, 3, 2, 1, 2, 6, 1, 1, 2, 2, 2, 6, 2, 3, 2, 1, 3, 1, 2, 3, 6, 6, 6, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 6, 3, 1, 6, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 3, 2, 6, 2, 6, 2, 4, 1, 6, 6, 2, 1, 1, 1, 1, 6, 4, 6, 6, 2, 1, 1, 1, 3, 2, 6, 6, 2]
680	[5, 6, 1, 2, 6, 6, 6, 1, 3, 2, 1, 1, 2, 6, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 6, 6, 6, 6, 1, 2, 2, 1, 1, 6, 2, 2, 6, 3, 5, 1, 1, 2, 2, 1, 1, 6, 1, 6, 1, 4, 3, 1, 4, 6, 3, 2, 6, 2, 2, 2, 1, 2, 3, 1, 1, 6, 2, 2, 2, 1, 6, 6, 2, 2, 1, 2, 6, 3, 2, 2, 1, 6, 2, 2, 1, 3, 1, 2, 2, 1, 1, 1, 2, 3, 3]
681	[2, 2, 6, 2, 2, 3, 2, 3, 6, 2, 6, 1, 6, 6, 6, 6, 6, 2, 6, 6, 3, 2, 4, 6, 6, 5, 2, 2, 6, 1, 2, 6, 2, 3, 6, 1, 2, 6, 2, 1, 4, 1, 3, 3, 1, 1, 2, 3, 2, 6, 1, 1, 2, 4, 2, 6, 5, 3, 1, 4, 6, 6, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 1, 1, 6, 6, 3, 1, 2, 6, 1, 3, 1, 2, 2, 6, 6, 2, 2, 2, 3, 3, 2, 2, 6, 4, 2, 1]
682	[2, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 2, 2, 2, 2, 1, 4, 3, 3, 1, 2, 6, 2, 2, 1, 1, 6, 3, 3, 6, 1, 2, 1, 6, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2, 6, 3, 2, 1, 6, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 2, 1, 1, 2, 1, 1, 3]
683	[6, 6, 6, 6, 6, 6, 2, 6, 2, 5, 3, 6, 5, 6, 2, 6, 6, 5, 6, 5, 2, 3, 4, 6, 2, 5, 6, 6, 2, 3, 6, 2, 2, 6, 5, 6, 1, 1, 5, 5, 2, 6, 1, 6, 6, 6, 6, 6, 3, 6, 1, 2, 2, 6, 2, 1, 2, 5, 3, 3, 1, 6, 6, 6, 6, 2, 4, 2, 6, 2, 4, 1, 6, 6, 6, 1, 6, 5, 3, 3, 6, 2, 3, 6, 5, 6, 6, 3, 2, 5, 6, 3, 3, 6, 6, 6, 6, 1, 6, 2]
684	[1, 4, 1, 1, 1, 1, 2, 1, 6, 2, 2, 4, 1, 2, 1, 1, 2, 1, 1, 4, 6, 1, 6, 1, 1, 2, 3, 6, 6, 3, 2, 2, 1, 2, 2, 6, 1, 1, 1, 5, 6, 4, 1, 1, 1, 2, 1, 1, 6, 2, 6, 6, 4, 5, 3, 6, 2, 2, 2, 6, 6, 1, 2, 2, 1, 1, 1, 4, 1, 1, 2, 1, 2, 3, 5, 1, 3, 1, 1, 1, 1, 6, 2, 2, 4, 6, 1, 2, 2, 1, 1, 1, 1, 1, 6, 1, 1, 1, 6, 6]
685	[6, 6, 6, 6, 6, 6, 4, 1, 6, 6, 1, 1, 2, 2, 6, 2, 2, 2, 6, 2, 3, 6, 1, 6, 1, 1, 3, 4, 2, 4, 2, 6, 2, 2, 2, 6, 2, 6, 1, 1, 1, 6, 1, 2, 3, 1, 1, 1, 6, 6, 2, 1, 1, 1, 1, 3, 1, 2, 3, 6, 4, 6, 6, 6, 2, 3, 1, 3, 6, 1, 6, 3, 1, 2, 2, 6, 1, 3, 6, 1, 1, 2, 2, 3, 2, 6, 2, 2, 6, 2, 2, 1, 6, 2, 6, 1, 3, 6, 6, 4]
686	[2, 1, 6, 6, 2, 5, 6, 6, 6, 2, 4, 1, 4, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 6, 2, 3, 6, 2, 6, 2, 2, 6, 2, 1, 1, 1, 2, 2, 6, 6, 6, 6, 6, 6, 5, 6, 2, 3, 2, 2, 3, 2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 6, 6, 6, 2, 1, 2, 1, 2, 1, 3, 3, 2, 2, 2, 2, 6, 4, 2, 2, 3, 6, 3, 2, 2, 2, 6, 2, 6, 3, 2, 3]
687	[6, 6, 6, 2, 2, 6, 1, 3, 1, 2, 2, 1, 2, 4, 2, 1, 1, 1, 2, 2, 1, 2, 2, 6, 6, 2, 2, 6, 6, 2, 1, 3, 2, 3, 2, 2, 1, 1, 1, 1, 1, 4, 6, 2, 2, 2, 2, 6, 6, 2, 1, 3, 3, 1, 3, 6, 3, 6, 2, 6, 2, 1, 2, 6, 2, 6, 2, 6, 1, 3, 2, 6, 6, 1, 2, 2, 1, 2, 2, 3, 2, 6, 6, 2, 3, 2, 3, 3, 2, 5, 5, 4, 3, 1, 1, 2, 3, 6, 2, 2]
688	[1, 2, 3, 1, 2, 2, 3, 6, 3, 1, 1, 1, 1, 4, 2, 2, 2, 2, 3, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3, 6, 3, 2, 1, 1, 3, 1, 1, 2, 2, 2, 2, 6, 3, 3, 1, 1, 6, 6, 1, 3, 1, 2, 6, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 2, 1, 1, 1, 1, 2, 2, 6, 6, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 6, 6]
689	[2, 2, 1, 3, 6, 4, 3, 2, 5, 1, 4, 6, 6, 6, 3, 2, 6, 2, 1, 1, 6, 5, 4, 2, 1, 6, 5, 2, 5, 2, 2, 4, 3, 2, 6, 1, 1, 3, 6, 2, 3, 6, 6, 2, 2, 1, 1, 1, 6, 6, 6, 6, 3, 6, 1, 1, 1, 3, 6, 1, 3, 2, 2, 6, 2, 6, 3, 6, 2, 6, 3, 1, 4, 2, 2, 1, 6, 4, 6, 2, 1, 1, 1, 2, 3, 2, 2, 2, 6, 6, 1, 2, 1, 2, 6, 1, 2, 2, 4, 3]
690	[1, 6, 6, 1, 2, 1, 1, 6, 2, 6, 6, 2, 2, 6, 6, 2, 6, 3, 1, 6, 3, 6, 6, 6, 2, 2, 1, 1, 3, 6, 2, 1, 3, 1, 1, 3, 2, 6, 1, 6, 3, 2, 1, 1, 6, 2, 2, 2, 1, 1, 5, 6, 3, 2, 3, 1, 1, 1, 6, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 4, 2, 3, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 6, 2, 1, 1, 1, 3, 2, 3, 6]
691	[1, 3, 1, 6, 6, 3, 2, 3, 1, 2, 6, 6, 1, 1, 2, 2, 6, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 6, 2, 1, 1, 2, 2, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 2, 3, 2, 1, 2, 2, 1, 6, 1, 2, 3, 6, 2, 1, 2, 1, 1, 5, 6, 1, 1, 2, 1, 2, 2, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 6, 1, 1, 2, 1, 1, 2, 3, 1, 1, 2]
692	[6, 6, 3, 3, 1, 6, 1, 6, 1, 3, 6, 4, 1, 3, 6, 6, 6, 6, 2, 3, 3, 2, 2, 6, 2, 4, 3, 6, 3, 1, 1, 6, 6, 2, 1, 4, 1, 1, 4, 6, 3, 6, 6, 2, 4, 2, 1, 1, 6, 1, 1, 6, 6, 2, 1, 1, 3, 2, 2, 2, 6, 5, 2, 6, 3, 5, 6, 1, 6, 2, 2, 4, 1, 6, 3, 2, 1, 2, 6, 1, 2, 1, 2, 2, 6, 6, 6, 3, 6, 6, 5, 6, 1, 2, 3, 1, 6, 6, 2, 2]
693	[2, 2, 4, 2, 1, 2, 2, 6, 2, 5, 6, 2, 6, 6, 6, 1, 2, 6, 4, 1, 6, 5, 1, 3, 2, 1, 1, 2, 2, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 3, 2, 1, 6, 6, 6, 2, 6, 1, 1, 1, 2, 6, 2, 2, 1, 1, 2, 1, 1, 1, 5, 6, 2, 2, 1, 3, 1, 1, 1, 3, 1, 2, 1, 3, 1, 3, 6, 1, 6, 6, 2, 6, 1, 2, 2, 1, 2, 6, 2, 1, 1, 1, 1, 3, 1, 6, 1]
694	[2, 6, 1, 1, 1, 1, 2, 1, 3, 2, 1, 6, 2, 6, 1, 2, 2, 2, 6, 1, 3, 3, 3, 6, 2, 1, 6, 2, 6, 6, 1, 5, 1, 2, 6, 2, 6, 6, 3, 2, 2, 2, 2, 2, 1, 6, 3, 6, 1, 1, 3, 5, 4, 2, 1, 2, 2, 3, 4, 2, 2, 1, 1, 1, 4, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 6, 1, 6, 1, 1, 2, 1, 2, 2, 6, 1, 1, 3, 1, 2, 1, 1, 2, 2, 2, 4, 6, 6, 1, 6]
695	[6, 6, 6, 4, 6, 6, 1, 3, 2, 6, 6, 1, 1, 1, 6, 6, 6, 2, 1, 3, 4, 1, 1, 6, 2, 1, 1, 1, 1, 2, 3, 2, 2, 1, 6, 1, 2, 6, 1, 6, 6, 6, 1, 1, 1, 3, 1, 1, 1, 1, 3, 6, 6, 6, 3, 3, 2, 5, 1, 3, 4, 3, 3, 1, 1, 3, 6, 3, 1, 4, 1, 1, 1, 3, 1, 4, 1, 3, 1, 3, 1, 4, 6, 4, 1, 1, 6, 1, 1, 1, 6, 6, 1, 1, 2, 1, 1, 6, 3, 1]
696	[1, 6, 6, 6, 6, 3, 6, 6, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 2, 6, 3, 1, 1, 6, 2, 3, 3, 6, 6, 6, 2, 6, 1, 5, 6, 3, 3, 6, 6, 2, 6, 2, 6, 3, 2, 3, 2, 6, 6, 6, 2, 1, 2, 3, 2, 2, 6, 6, 2, 6, 6, 6, 2, 6, 2, 1, 2, 6, 2, 2, 6, 6, 6, 6, 2, 3, 6, 6, 6, 6, 4, 5, 3, 6, 6, 6, 6, 1, 1, 2, 3, 6, 2, 1, 1, 6, 2]
697	[6, 1, 6, 3, 3, 6, 2, 6, 6, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 3, 2, 5, 1, 6, 1, 6, 1, 1, 6, 2, 6, 2, 5, 2, 1, 3, 3, 3, 6, 1, 2, 3, 1, 2, 6, 1, 2, 2, 1, 1, 2, 1, 3, 2, 1, 2, 6, 6, 1, 6, 2, 1, 1, 5, 6, 2, 6, 1, 1, 6, 6, 6, 1, 4, 2, 2, 3, 1, 2, 1, 2, 1, 1, 6, 6, 2, 3, 2, 1, 1, 1, 6, 1, 6, 1, 1, 2]
698	[3, 6, 6, 6, 2, 6, 6, 6, 3, 6, 3, 2, 3, 6, 3, 2, 2, 1, 2, 2, 6, 1, 6, 6, 3, 6, 6, 2, 1, 5, 3, 6, 6, 6, 6, 3, 6, 6, 6, 6, 6, 5, 2, 2, 6, 6, 3, 2, 6, 3, 2, 2, 1, 6, 6, 2, 6, 1, 1, 6, 3, 6, 1, 6, 1, 1, 6, 5, 1, 3, 6, 6, 3, 1, 2, 1, 2, 2, 2, 6, 1, 1, 1, 1, 2, 3, 1, 6, 1, 2, 2, 6, 1, 1, 6, 6, 6, 6, 6, 6]
699	[6, 6, 6, 1, 3, 6, 6, 2, 2, 2, 2, 1, 2, 1, 6, 6, 6, 6, 1, 6, 1, 2, 1, 1, 1, 1, 6, 6, 6, 2, 2, 2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 6, 1, 6, 6, 1, 2, 2, 2, 1, 1, 3, 3, 2, 2, 3, 6, 1, 6, 1, 1, 6, 5, 6, 6, 4, 1, 4, 2, 1, 6, 1, 1, 2, 6, 1, 6, 6, 1, 4, 4, 3, 1, 3, 2, 1, 3, 5, 6, 1, 2, 3, 1, 3, 3, 1, 6]
700	[2, 2, 2, 1, 1, 2, 3, 1, 2, 2, 2, 1, 1, 4, 3, 1, 4, 1, 1, 2, 1, 2, 2, 6, 1, 6, 3, 4, 6, 3, 1, 2, 1, 1, 1, 3, 1, 3, 1, 4, 1, 2, 2, 3, 6, 1, 2, 2, 1, 1, 6, 2, 2, 2, 1, 2, 3, 6, 2, 1, 4, 6, 3, 1, 6, 3, 6, 2, 3, 1, 1, 2, 1, 2, 6, 4, 1, 3, 1, 2, 1, 1, 6, 1, 2, 1, 4, 2, 2, 2, 2, 1, 1, 6, 6, 1, 2, 1, 1, 1]
701	[3, 6, 6, 6, 5, 1, 6, 1, 1, 1, 2, 1, 3, 1, 2, 6, 2, 2, 3, 3, 3, 6, 2, 2, 2, 2, 2, 3, 3, 6, 1, 2, 2, 3, 1, 6, 2, 3, 2, 1, 1, 2, 6, 3, 2, 2, 1, 4, 2, 3, 2, 6, 2, 6, 6, 2, 2, 1, 6, 2, 6, 6, 6, 6, 6, 4, 6, 6, 4, 3, 6, 6, 6, 6, 1, 3, 4, 3, 2, 3, 2, 6, 3, 6, 2, 6, 6, 1, 6, 6, 6, 2, 6, 1, 1, 3, 2, 1, 3, 2]
702	[6, 6, 6, 1, 3, 6, 1, 2, 2, 2, 2, 2, 2, 6, 2, 6, 3, 2, 6, 2, 6, 6, 1, 6, 6, 5, 5, 6, 6, 6, 2, 2, 3, 2, 5, 2, 1, 6, 1, 2, 1, 6, 6, 1, 3, 2, 6, 6, 2, 2, 2, 2, 2, 2, 1, 6, 6, 2, 2, 6, 5, 6, 2, 1, 1, 2, 2, 1, 2, 2, 6, 6, 2, 2, 2, 6, 3, 6, 2, 6, 2, 2, 2, 3, 3, 6, 1, 2, 3, 1, 1, 1, 1, 4, 2, 2, 1, 6, 6, 6]
703	[2, 6, 3, 5, 6, 3, 2, 2, 2, 2, 2, 5, 1, 2, 3, 2, 3, 6, 6, 6, 1, 6, 2, 2, 2, 6, 3, 1, 2, 2, 2, 2, 3, 1, 6, 6, 2, 2, 6, 3, 6, 1, 6, 2, 2, 6, 6, 2, 1, 1, 2, 1, 1, 2, 1, 6, 6, 3, 1, 6, 1, 2, 1, 2, 2, 2, 6, 6, 2, 1, 1, 1, 1, 3, 6, 1, 6, 2, 6, 2, 1, 1, 1, 1, 2, 1, 3, 4, 6, 2, 2, 1, 1, 1, 2, 2, 6, 2, 1, 6]
704	[2, 6, 6, 2, 1, 3, 6, 4, 2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 6, 4, 4, 2, 2, 4, 2, 4, 1, 6, 6, 6, 3, 2, 3, 4, 6, 2, 4, 2, 6, 6, 1, 1, 2, 5, 5, 6, 1, 2, 6, 2, 1, 1, 2, 2, 5, 6, 1, 3, 5, 6, 3, 4, 3, 2, 2, 3, 2, 2, 6, 2, 3, 1, 1, 2, 2, 3, 2, 1, 2, 2, 1, 1, 5, 6, 3, 2, 1, 6, 2, 4, 3, 2, 2, 6, 5, 2, 2, 1, 1, 3]
705	[1, 2, 2, 2, 2, 1, 5, 3, 2, 6, 3, 3, 2, 2, 1, 1, 2, 2, 2, 6, 2, 2, 2, 6, 2, 2, 1, 2, 1, 2, 6, 3, 6, 6, 2, 5, 6, 2, 5, 2, 2, 4, 6, 6, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 6, 5, 1, 2, 2, 6, 2, 3, 3, 2, 2, 6, 3, 3, 2, 6, 1, 2, 2, 6, 6, 1, 2, 6, 6, 6, 1, 2, 3, 3, 3, 2, 1, 2, 6, 3, 2, 2, 1, 1, 3, 5, 2]
706	[2, 2, 2, 1, 3, 6, 2, 2, 2, 6, 3, 2, 2, 2, 6, 2, 3, 6, 1, 1, 2, 2, 6, 1, 6, 3, 1, 3, 3, 3, 1, 1, 2, 2, 2, 6, 1, 1, 3, 6, 1, 1, 2, 1, 6, 2, 2, 2, 2, 6, 3, 6, 6, 2, 2, 3, 2, 2, 2, 6, 6, 3, 1, 1, 6, 1, 1, 1, 1, 1, 2, 2, 1, 2, 6, 3, 6, 1, 4, 2, 1, 3, 1, 1, 1, 1, 1, 6, 6, 6, 1, 1, 1, 2, 1, 1, 3, 1, 3, 3]
707	[2, 6, 6, 6, 1, 6, 2, 6, 2, 6, 4, 1, 4, 6, 2, 2, 2, 2, 5, 3, 2, 3, 6, 2, 6, 3, 2, 2, 6, 2, 1, 2, 1, 1, 6, 2, 2, 2, 2, 4, 6, 3, 1, 2, 1, 6, 3, 6, 4, 1, 1, 2, 2, 2, 6, 2, 6, 1, 2, 4, 2, 3, 4, 2, 2, 2, 3, 1, 1, 1, 6, 4, 4, 1, 6, 6, 6, 3, 6, 2, 2, 4, 2, 6, 2, 2, 1, 1, 2, 1, 4, 2, 2, 2, 2, 6, 2, 3, 2, 2]
708	[1, 1, 3, 1, 6, 1, 1, 1, 1, 1, 1, 6, 6, 6, 2, 6, 6, 2, 3, 2, 6, 2, 1, 2, 2, 2, 6, 2, 2, 2, 2, 1, 6, 6, 6, 3, 1, 6, 2, 3, 6, 2, 6, 1, 3, 2, 6, 1, 2, 4, 6, 3, 6, 1, 6, 2, 2, 2, 1, 6, 1, 3, 4, 2, 6, 4, 6, 2, 6, 1, 6, 6, 2, 6, 6, 6, 6, 6, 6, 5, 5, 3, 6, 2, 3, 2, 6, 1, 6, 1, 1, 6, 1, 2, 2, 1, 1, 1, 6, 1]
709	[2, 3, 2, 6, 6, 6, 4, 6, 3, 4, 3, 1, 1, 3, 6, 1, 2, 6, 6, 6, 6, 6, 3, 1, 3, 6, 6, 6, 6, 4, 6, 2, 2, 6, 2, 6, 1, 1, 6, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2, 1, 2, 1, 3, 2, 2, 1, 6, 2, 2, 1, 6, 2, 6, 6, 6, 6, 1, 6, 2, 6, 1, 6, 2, 2, 1, 2, 1, 2, 2, 6, 3, 3, 2, 2, 2, 2, 3, 6, 6, 5, 3, 2, 1, 6, 2, 2, 6, 2, 6, 2]
710	[6, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 3, 1, 6, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 6, 1, 6, 6, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 6, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 3, 1, 1, 4, 1, 2, 2, 1, 3, 1, 3, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 6, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 4, 1, 1, 2]
711	[6, 3, 3, 6, 6, 6, 2, 1, 2, 6, 2, 4, 3, 1, 3, 6, 1, 2, 2, 6, 6, 2, 3, 3, 3, 3, 1, 3, 2, 1, 2, 6, 6, 5, 1, 6, 6, 3, 2, 2, 1, 1, 1, 3, 1, 2, 2, 6, 6, 6, 6, 2, 1, 1, 1, 3, 6, 6, 6, 2, 3, 3, 1, 3, 3, 6, 6, 3, 2, 3, 2, 3, 6, 1, 2, 6, 2, 4, 6, 6, 2, 4, 2, 3, 1, 6, 6, 3, 1, 3, 6, 6, 6, 1, 1, 6, 6, 6, 6, 6]
712	[1, 2, 1, 1, 1, 1, 2, 6, 2, 6, 1, 6, 2, 6, 1, 6, 1, 2, 2, 1, 1, 4, 1, 3, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 1, 2, 2, 3, 3, 1, 1, 6, 6, 2, 2, 1, 6, 1, 3, 1, 3, 1, 6, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 3, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 6, 1, 1, 1, 2, 6, 1, 1, 3]
713	[6, 6, 4, 3, 4, 3, 2, 6, 1, 3, 6, 4, 2, 6, 2, 4, 3, 5, 6, 2, 6, 1, 6, 6, 6, 6, 6, 2, 2, 2, 6, 2, 1, 6, 1, 2, 1, 2, 2, 6, 3, 6, 3, 6, 6, 2, 6, 6, 2, 3, 3, 2, 6, 2, 1, 6, 6, 3, 2, 6, 6, 6, 2, 6, 1, 6, 2, 1, 1, 1, 2, 3, 6, 6, 1, 1, 2, 2, 1, 3, 1, 6, 5, 2, 1, 2, 6, 5, 3, 3, 3, 6, 6, 6, 6, 6, 6, 5, 1, 2]
714	[3, 6, 1, 2, 2, 3, 6, 1, 1, 2, 6, 1, 6, 5, 1, 3, 2, 6, 1, 1, 2, 1, 1, 3, 2, 6, 1, 6, 5, 2, 2, 1, 5, 3, 6, 3, 6, 1, 1, 6, 3, 6, 6, 6, 6, 4, 6, 6, 4, 3, 6, 2, 6, 5, 2, 4, 3, 2, 3, 4, 6, 1, 6, 3, 3, 2, 6, 2, 2, 6, 2, 1, 3, 1, 2, 1, 2, 1, 4, 1, 2, 1, 3, 6, 3, 5, 3, 2, 3, 3, 3, 6, 1, 2, 6, 6, 6, 3, 3, 6]
